symptom_text,disease
Been dealing with swelling in hands and feet for over a week,Arthritis
swelling in hands and feet,Arthritis
I'm experiencing joint pain with movement for several days,Arthritis
Recently developed discomfort in multiple joints,Arthritis
Been dealing with joint pain and stiffness that started today,Arthritis
swollen joints,Arthritis
morning stiffness in joints,Arthritis
joint pain with movement,Arthritis
I've been having pain in multiple joints since yesterday,Arthritis
Suffering from joint swelling and pain and it's getting worse,Arthritis
I've been having joint stiffness in morning,Arthritis
Recently developed morning stiffness in joints,Arthritis
Started experiencing pain in multiple joints since yesterday,Arthritis
Having issues with joint stiffness in morning,Arthritis
swollen joints for the past few days,Arthritis
Been dealing with joint swelling and painful,Arthritis
Feeling joint stiffness in morning since yesterday,Arthritis
I'm experiencing joint swelling and pain,Arthritis
Started experiencing morning stiffness in joints for over a week,Arthritis
Recently developed swollen joints and it's getting worse,Arthritis
Suffering from joint pain with movement,Arthritis
Suffering from joint swelling and pain,Arthritis
Having issues with stiff joints after rest for the past few days,Arthritis
Recently developed swollen joints,Arthritis
joint stiffness in morning,Arthritis
joint swelling and pain,Arthritis
Suffering from joint swelling and ache that won't go away,Arthritis
I've been having joint ache and reduced mobility since this morning comes and goes,Arthritis
swollen joints since yesterday started 2 days ago,Arthritis
I have swollen joints since yesterday,Arthritis
I have stiff joints after rest started couple weeks ago,Arthritis
I have stiff joints after rest started few days ago constant throughout the day,Arthritis
Feeling swollen in hands and feet for several days since 3 days ago,Arthritis
Feeling puffiness in hands and feet for several days ongoing for 3 days,Arthritis
There is pain in multiple joints that won't go away for over a week for the past few days,Arthritis
hurting in multiple joints that won't go away for over a week,Arthritis
joint pain and reduced mobility ongoing for couple weeks,Arthritis
soreness in multiple joints since yesterday,Arthritis
Having issues with Having articulation pain and stiffness started several days ago constant throughout the day,Arthritis
I'm experiencing bone connections discomfort and reduced mobility,Arthritis
Having joint pain and stiffness began few days back,Arthritis
Been dealing with swelling in hands and feet for over a week since 2 days ago,Arthritis
I've been having swelling in hands and feet,Arthritis
I'm experiencing joint pain with movement for several days especially at night,Arthritis
I'm experiencing joint ache with movement for several days ongoing for few days,Arthritis
Recently developed discomfort in multiple joints since 1 month ago,Arthritis
morning stiffness in joints lasting few days,Arthritis
joint pain with movement since few days ago,Arthritis
Suffering from bone connections swelling and pain and it's getting worse,Arthritis
I've been having articulation stiffness in morning,Arthritis
Recently developed morning stiffness in joints worsening gradually,Arthritis
There is Been dealing with joint swelling and painful,Arthritis
I'm experiencing joint swelling and pain worse in the morning,Arthritis
Recently developed swollen joints and it's getting worse for the past few days,Arthritis
Recently developed swollen joints ongoing for few days,Arthritis
There is joints swelling and pain,Arthritis
I suffer from joint bloating and pain,Arthritis
Suffering from joint bloating and ache that won't go away,Arthritis
Suffering from joint swollen and ache that won't go away,Arthritis
I've been having joint ache and reduced mobility since this morning started 2 days ago,Arthritis
swollen joints since yesterday lasting 2 days,Arthritis
swollen joints since yesterday ongoing for couple weeks,Arthritis
I'm experiencing joint discomfort and stiffness,Arthritis
I have joint stiffness in morning since yesterday,Arthritis
I have stiff joints after rest began 1 month back,Arthritis
Feeling swelling in hands and feet for several days started 1 month ago comes and goes,Arthritis
Feeling swelling in hands and feet for several days worsening gradually,Arthritis
pain in multiple joints began 1 week back,Arthritis
pain in multiple joints worse in the morning,Arthritis
joint discomfort and stiffness,Arthritis
joint pain and reduced mobility worse in the morning,Arthritis
joint discomfort and reduced mobility for the past few days,Arthritis
joint pain and reduced mobility lasting 2 weeks,Arthritis
pain in multiple joints since yesterday since 2 days ago constant throughout the day,Arthritis
pain in multiple joints since yesterday began several days back,Arthritis
I have Having issues with Having articulation pain and stiffness,Arthritis
I've been having I'm experiencing joint discomfort and reduced mobility,Arthritis
I'm experiencing joint discomfort and reduced mobility since 2 weeks ago,Arthritis
Experiencing I'm experiencing joint discomfort and reduced mobility,Arthritis
Feeling articulation stiffness in morning since yesterday triggered by activity,Arthritis
Feeling articulation stiffness in morning since yesterday worsening gradually,Arthritis
Feeling articulation stiffness in morning since yesterday especially at night,Arthritis
breathing difficulty with exercise,Asthma
difficulty breathing,Asthma
Having difficulty breathing,Asthma
Having difficulty breathing and it's getting worse,Asthma
wheezing after exertion,Asthma
chest tightness since yesterday since yesterday,Asthma
Feeling wheezing and persistent cough for several days,Asthma
wheezing with chest pain since yesterday,Asthma
chest tightness since yesterday,Asthma
Been dealing with wheezing with chest hurt since yesterday,Asthma
chest tightness and cough,Asthma
chest tightness and cough for a while now,Asthma
Been dealing with chest tightness since yesterday,Asthma
I'm experiencing wheezing and cough for past few days,Asthma
wheezing after exertion for a while now,Asthma
I have wheezing and dry cough for past few days,Asthma
I have persistent cough since yesterday,Asthma
difficulty breathe that won't go away,Asthma
shortness of breath at night,Asthma
wheezing with chest pain,Asthma
I've been having breathing difficulty with exercise,Asthma
breathlessness with cough for a while now,Asthma
Started experiencing chest tightness,Asthma
Recently developed shortness of breath at night,Asthma
wheezing with chest hurt since yesterday,Asthma
persistent cough,Asthma
chest tightness and hacking cough that won't go away,Asthma
chest tightness,Asthma
breathlessness with cough,Asthma
wheezing and cough,Asthma
shortness of breath at night since yesterday since yesterday,Asthma
Having issues with wheezing and cough,Asthma
Having issues with chest tightness,Asthma
Been dealing with breathlessness with cough recently,Asthma
Having difficulty breathing and it's getting worse for several days,Asthma
persistent dry cough for a while now,Asthma
wheezing and cough for past few days,Asthma
shortness of breath at night since yesterday,Asthma
Started experiencing wheezing after exertion,Asthma
shortness of breath at night since yesterday,Asthma
Suffering from breathe unable to with exercise,Asthma
wheezing with chest discomfort since yesterday for a while now,Asthma
wheezing with thorax pain for the past few days,Asthma
Having issues with shortness of breath at night since yesterday,Asthma
Started experiencing hard to breathing,Asthma
breathing unable to with exercise,Asthma
difficulty respiration,Asthma
Having struggling with breathing since several days ago,Asthma
There is Having unable to breathing,Asthma
Having difficulty air intake and it's getting worse,Asthma
I'm experiencing wheezing after exertion,Asthma
I've been having wheezing with chest pain since yesterday,Asthma
chest tightness since yesterday for the past several days comes and goes,Asthma
